,index,FrameNo,x1,y1,x2,y2,trackNo,detection,x,y,x_trans,y_trans
5,204.0,146.0,3800.282992405367,803.2912518579002,3811.7072660488616,813.8223735093346,11.0,1.0,729.4823997685303,275.5082472847881,29.782801479390784,2.571651546918797
6,207.0,147.0,3800.52414656404,803.2764509323096,3811.876871939042,813.7589641903186,11.0,1.0,729.521764273212,275.4949225764478,29.792431701175275,2.5651610313544935
7,210.0,148.0,3801.030964242776,803.165065449536,3812.095138159552,813.420888355293,11.0,1.0,729.5912514802231,275.4183476852671,29.788118300264934,2.5693341301837185
8,213.0,149.0,3801.419687091532,803.1291383032801,3812.1463978583274,813.1410439576518,11.0,1.0,729.6334164743616,275.364549570381,29.79018149421253,2.567943600635189
9,216.0,150.0,3801.423366481667,803.1337228222292,3812.028823063751,813.043586643397,11.0,1.0,729.6225014981027,275.3487267978474,29.787843217665355,2.5701733393294828
10,219.0,151.0,3801.492558784844,803.1130891159785,3812.034994127249,812.9678059069336,11.0,1.0,729.6297238207422,275.3323006335332,29.795870299153243,2.563609044722421
11,222.0,152.0,3801.494231787334,803.0798002464243,3812.00519740015,812.9378574824433,11.0,1.0,729.6270286304672,275.3215268723256,29.783909503038377,2.5660903580328522
12,224.0,153.0,3801.374995237702,802.7963411985354,3812.105049452134,812.8729504141677,11.0,1.0,729.6251709494427,275.26217560809016,29.78979981179443,2.5652831537248786
13,226.0,154.0,3801.290557834464,802.7431335011248,3812.158877927799,812.9365829118573,11.0,1.0,729.6222375938836,275.26395168517473,29.774008618728494,2.5734426182178014
14,228.0,155.0,3801.297795628205,802.8231828335362,3812.234851953564,813.0656203024865,11.0,1.0,729.6302120599196,275.2995738676187,29.782256866895,2.568170107921187
15,230.0,156.0,3801.3071397611775,803.1996882139848,3812.156875763907,813.3045105916968,11.0,1.0,729.6236348211539,275.4044190557828,29.78373193644072,2.5682437310785975
16,232.0,157.0,3801.344415905173,803.3810332062587,3812.090220422002,813.4132514365576,11.0,1.0,729.6208193146875,275.4538410872946,29.781775112336305,2.5721787295872267
17,234.0,158.0,3801.37478423028,803.4155625679227,3812.054073537036,813.3709789011118,11.0,1.0,729.6202655360345,275.45252187990957,29.781748350741598,2.572144334597282
0,256.0,178.0,22.62818919402868,363.6660767680737,34.632453811342415,375.7603148334888,13.0,1.0,5.487478288014731,125.97634819878472,-5.241479858867421,-1.4149505803748863
1,257.0,179.0,22.62818919402868,363.6660767680737,34.632453811342415,375.7603148334888,13.0,1.0,5.487478288014731,125.97634819878472,-5.258615618029987,-1.433786865912284
2,258.0,180.0,22.62818919402868,363.6660767680737,34.632453811342415,375.7603148334888,13.0,1.0,5.487478288014731,125.97634819878472,-5.233410089005135,-1.4183981266987788
3,259.0,181.0,21.775187758458344,363.8957466075068,33.638815893870365,375.792473979502,13.0,1.0,5.310508683348169,126.0209561000089,-5.24960650334586,-1.4304640497759136
4,260.0,182.0,21.4736656185799,364.23100211993074,33.12771650936554,375.7494427929172,13.0,1.0,5.2326324539281055,126.07074246663335,-5.2413309567350925,-1.4160619718752792
5,262.0,183.0,21.02130465000445,364.5212733734274,32.53007767148018,375.8444240455577,13.0,1.0,5.13200747247561,126.13637807879005,-5.247560224242174,-1.4095198671438953
6,264.0,184.0,20.88684552830803,364.66260892708135,32.30764938813148,375.90989906451694,13.0,1.0,5.097805762825454,126.17161247264266,-5.253563547321081,-1.403525340425291
7,266.0,185.0,20.64144234869659,364.9250096619633,32.019376304519724,376.0320800402292,13.0,1.0,5.046661787599897,126.23713380111427,-5.193398504826971,-1.4152301906623972
8,268.0,186.0,20.50463014758956,365.1451286601138,31.9058960929986,376.2359283399188,13.0,1.0,5.022675431389699,126.30936526667222,-5.195062668792626,-1.4120807555830848
9,270.0,187.0,20.07117447162159,365.077588557807,31.555451451458744,376.23582883162527,13.0,1.0,4.9475516509618656,126.29784148116254,-5.215891241151939,-1.4386610560852038
10,272.0,188.0,19.828756707009777,365.3038127810551,31.264836375105077,376.3277423057103,13.0,1.0,4.896469337036007,126.35204271848595,-5.198274801804248,-1.4226816434329588
11,274.0,189.0,19.205381185530868,365.47739556181233,30.66056083317848,376.5144893680113,13.0,1.0,4.778819443459646,126.41343224730329,-5.20939463389834,-1.4258822212413467
12,276.0,190.0,19.050232156091287,365.63797969447705,30.489625609481543,376.6427447622225,13.0,1.0,4.747569702534063,126.46264194447474,-5.152271548789716,-1.4409030006843266
13,278.0,191.0,18.82658794640656,365.9150364301447,30.300147496887945,377.0204870458117,13.0,1.0,4.707978813315724,126.57420029590368,-5.217806805389854,-1.4480424102338134
0,261.0,182.0,1719.7788085454054,1652.9724120656751,1730.6904297358446,1662.8356934030749,14.0,1.0,330.6699686686198,564.9154550057871,10.372206528199046,9.988761206774596
1,263.0,183.0,1719.3608810745025,1653.0098915393528,1730.2222163679564,1662.895616186884,14.0,1.0,330.58504683823566,564.9320494644699,10.36019264926598,9.992129833159877
2,265.0,184.0,1718.7734606795098,1652.9706866891563,1729.5793858263874,1662.963672602824,14.0,1.0,330.4671477901485,564.9369649164115,10.349928950732613,9.991253003180486
3,267.0,185.0,1718.1477800100822,1653.209377674139,1729.0598717599094,1663.2677526246848,14.0,1.0,330.35739996129087,565.0294370138737,10.344154033911638,9.996143253038891
4,269.0,186.0,1717.9556495356435,1653.2351199052382,1728.858791515021,1663.2669772315176,14.0,1.0,330.3197172673554,565.0336906232991,10.346949351705712,9.992920465143417
5,271.0,187.0,1717.3547951999442,1653.3891933190084,1728.3302847792686,1663.593514039134,14.0,1.0,330.21148683134123,565.1155723647206,10.351567200802238,9.996014932197069
6,273.0,188.0,1717.2455416239238,1653.5559233522124,1728.2045552661396,1663.8152942148674,14.0,1.0,330.18896761863107,565.1817629929099,10.34150170027014,9.99766509103054
7,275.0,189.0,1716.6967935619684,1653.50284708422,1727.6711047355714,1663.8029813550538,14.0,1.0,330.08525692018094,565.1706226229874,10.337135727482643,9.993515671126143
8,277.0,190.0,1716.4966621994697,1653.7194293908217,1727.4156566087129,1664.0135705331395,14.0,1.0,330.04159721911753,565.2433999870452,10.344407694502387,9.991998877996147
9,279.0,191.0,1716.3125413427624,1653.8840251526383,1727.235357058228,1664.2108322122206,14.0,1.0,330.00667359676163,565.3050497732722,10.354080034585257,9.99066874814014
10,281.0,192.0,1716.168538261758,1654.0159523877576,1727.0041049898718,1664.2801662285754,14.0,1.0,329.97071164494787,565.3393387272271,10.309682663567548,9.678095128439702
11,284.0,193.0,1716.1471862842309,1653.9684909548362,1726.9863887205763,1664.2271112910914,14.0,1.0,329.9669676046274,565.3222137159728,10.320602101162606,9.6704812023481
12,287.0,194.0,1716.0716531886994,1653.9351171369078,1726.8913976701208,1664.1858235424295,14.0,1.0,329.95062570730363,565.3094935972205,10.318249919791809,9.674776487992816
13,290.0,195.0,1715.9490099242787,1653.7636835844207,1726.780014712929,1664.0266197530475,14.0,1.0,329.9281981943991,565.2531627908279,10.333390255889606,9.67058599542167
14,293.0,196.0,1715.9564773865395,1653.7753041125272,1726.8200091457306,1664.0900465833065,14.0,1.0,329.93274662600925,565.2659486370679,10.31245664096906,9.670507228362185
15,296.0,197.0,1715.5948619957594,1653.6986821954408,1726.4610511375397,1664.020296072915,14.0,1.0,329.86369167527454,565.2410111123866,10.31360976086336,9.670007620472626
16,299.0,198.0,1715.2793770551068,1653.634420001766,1726.1698327041674,1663.948148946434,14.0,1.0,329.80554926859713,565.2177710059896,10.310599599072281,9.667549240512745
17,302.0,199.0,1715.3275800000438,1653.5953521180445,1726.2327739732018,1663.8631040558002,14.0,1.0,329.8162005891027,565.196625866655,10.313240333583988,9.668404603667424
18,305.0,200.0,1715.0492310004006,1653.4879537839636,1725.880045013077,1663.7126999939835,14.0,1.0,329.75572228462494,565.1527039769836,10.305639081239434,9.667518528452801
19,308.0,201.0,1715.204399491644,1653.4103061348746,1725.9853166905114,1663.583258121363,14.0,1.0,329.78068113412326,565.1174220584701,10.302355991578844,9.66668984882225
20,311.0,202.0,1715.32236760566,1653.299669820605,1726.0715040596697,1663.4362998572276,14.0,1.0,329.8002460345941,565.0735355747419,10.29904097848706,9.67382881482369
21,314.0,203.0,1715.3426532400138,1653.0899153609398,1726.0460147595302,1663.221910386539,14.0,1.0,329.7997473499563,565.0012740162372,10.302121666255763,9.673214304878279
22,317.0,204.0,1715.38842321448,1652.8218126544878,1726.0522550377405,1662.9049639678176,14.0,1.0,329.80473166583783,564.9015989800964,10.311749165132023,9.674566809854788
23,320.0,205.0,1715.487180768191,1652.3812221152966,1726.175107771692,1662.4270648447837,14.0,1.0,329.82596931840544,564.7451155561619,10.312887270358978,9.67108685462796
24,323.0,206.0,1715.611649924802,1652.374817034506,1726.3161499842831,1662.3749892698816,14.0,1.0,329.851414157954,564.735152185192,10.312717540584892,9.676896499579149
25,326.0,207.0,1715.7986804181637,1652.15789295655,1726.4908831279631,1662.0959170429926,14.0,1.0,329.8860831731705,564.6506491110332,10.3288591216664,9.681289383657116
26,329.0,208.0,1715.7102611733087,1651.8390745927504,1726.4658806933332,1661.78725756728,14.0,1.0,329.8752135955532,564.5437454791163,10.324863291281003,9.68076425135949
27,332.0,209.0,1715.8068020321623,1651.5717121945215,1726.5793679945027,1661.5397695487325,14.0,1.0,329.89534129422213,564.4560302229247,10.32836329260863,9.678166677291983
28,335.0,210.0,1715.9527067421502,1651.1741703157688,1726.7961098504727,1661.2729334955563,14.0,1.0,329.9300949234597,564.3428399085961,10.335956345011343,9.675655764892412
29,338.0,211.0,1715.368005278036,1650.674689040348,1726.2444920455314,1660.914628137732,14.0,1.0,329.82119766017524,564.1966984821913,10.321080244945545,9.676089666456733
30,341.0,212.0,1715.3333843987366,1650.033377415774,1726.155809258015,1660.1988423704877,14.0,1.0,329.8093810587721,563.9654892969187,10.316139776544384,9.672515242381147
31,343.0,213.0,1715.4674428351436,1649.3020700293926,1726.2104116439714,1659.5314310572728,14.0,1.0,329.82746105424854,563.7271890740244,10.307548869749724,9.674428094944869
32,345.0,214.0,1715.4928260575314,1649.035911857941,1726.124384627324,1659.2436470006285,14.0,1.0,329.82164935729867,563.63281373146,10.318498990683768,9.673436713131043
33,347.0,215.0,1715.5901229793026,1648.683781868943,1726.101547573781,1658.8633208570425,14.0,1.0,329.82878509467054,563.5080249088716,10.351954821233788,9.672461773256908
34,349.0,216.0,1715.667258302799,1648.5493315587066,1726.1028793265868,1658.71170449536,14.0,1.0,329.83630485614947,563.4592876240262,10.357805942583811,9.67343709759213
35,351.0,217.0,1715.6854987582817,1648.1336284512972,1726.0873200245396,1658.293973060472,14.0,1.0,329.83656180002043,563.3172950723755,10.354231264585398,9.67281643499574
36,353.0,218.0,1715.6696699160927,1647.9741546004195,1726.0779023955677,1658.098028926477,14.0,1.0,329.8341423465341,563.2567423786564,10.379159792147489,9.978085554065599
37,355.0,219.0,1715.6666023390164,1647.764931564492,1726.0943831867746,1657.8498687444285,14.0,1.0,329.835427779555,563.1788178304087,10.376477846509006,9.97998439939846
38,357.0,220.0,1715.7014322404625,1647.6834381434842,1726.0979562877026,1657.7188565009733,14.0,1.0,329.8391080672825,563.1426131616483,10.382563162595075,9.971571874161876
39,359.0,221.0,1715.7092116058827,1647.6102336598776,1726.0326301193147,1657.55708993441,14.0,1.0,329.8335931653314,563.1025810568045,10.379092942063517,9.97836054642113
40,361.0,222.0,1715.6743947010827,1647.490758261457,1725.9719450627963,1657.415494246568,14.0,1.0,329.82444089403845,563.0581022791449,10.372620752761513,9.979478834580702
41,363.0,223.0,1715.6790172317717,1647.5501132669851,1725.953632822898,1657.4513466790029,14.0,1.0,329.8231289635725,563.0743228056128,10.372776317122037,9.980799183873499
42,365.0,224.0,1715.5017660573765,1647.2645806044325,1725.7747040511383,1657.1363067096504,14.0,1.0,329.788995052066,562.9720030238808,10.361511997546346,9.982421122717536
43,367.0,225.0,1715.3738984292825,1646.751281551183,1725.7670902652428,1656.6793213175254,14.0,1.0,329.7760114165587,562.8066953035577,10.363011969717174,9.975783665501098
44,369.0,226.0,1715.2921765566837,1646.3573984983727,1725.8423057367484,1656.386106281293,14.0,1.0,329.7753878864539,562.6896341476468,10.356714946674218,9.976429939959171
45,371.0,227.0,1715.211738486489,1646.0682987433877,1725.8780871394026,1656.1772506378395,14.0,1.0,329.77110828914795,562.6047973019869,10.35048473395497,9.977401029936281
46,373.0,228.0,1715.179051914879,1646.084391740995,1725.899469493544,1656.226470187508,14.0,1.0,329.7700249683072,562.6159246248561,10.349803429337527,9.984905147225556
47,375.0,229.0,1715.0419779625745,1645.938516751297,1725.7899883821149,1656.169954868727,14.0,1.0,329.7463967746994,562.5814433130411,10.348658990069872,9.984000631437922
48,377.0,230.0,1714.933636834224,1645.4966945417032,1725.7315705991675,1655.8312756204164,14.0,1.0,329.7304157123667,562.4484689905834,10.354365282214928,9.977664928107584
49,379.0,231.0,1714.8319844113714,1645.3140149005064,1725.6460135217192,1655.6786694108862,14.0,1.0,329.7124748019212,562.391346216015,10.35349816480341,9.97617175615356
50,381.0,232.0,1714.7372416137073,1645.1278947279052,1725.5546094333629,1655.444733511381,14.0,1.0,329.6946357253442,562.3197811074339,10.346761594478812,9.978419449280668
51,383.0,233.0,1714.7323831894555,1645.0620978904155,1725.5703926646197,1655.391005740756,14.0,1.0,329.6956826860156,562.2994176556812,10.361964845616939,9.975486981936196
52,385.0,234.0,1714.5538703717657,1644.9050748770735,1725.4079165084715,1655.1747724381148,14.0,1.0,329.66300457602273,562.2358258388839,10.365901766966658,9.97649153499567
53,388.0,235.0,1714.2400909603657,1644.6963704532122,1724.9477788438446,1654.845222595226,14.0,1.0,329.5888375229035,562.1441232601043,10.359136803778464,9.986764977513653
54,391.0,236.0,1714.3087483206407,1644.7500505980984,1724.910564398623,1654.8239150799425,14.0,1.0,329.5918508022628,562.1496385969995,10.35939043028892,9.97994159674182
55,394.0,237.0,1714.744214932125,1644.4727421662224,1725.3200247588002,1654.5588518023674,14.0,1.0,329.67282297038037,562.0572345279819,10.365425157838176,9.977608054514855
56,397.0,238.0,1714.7560206181695,1644.4754836075658,1725.3229229350095,1654.5700216812538,14.0,1.0,329.674232090513,562.0596046047618,10.385977018118359,9.99427720467369
57,400.0,239.0,1714.5502788479205,1644.301357767093,1724.9581709149568,1654.3508631207662,14.0,1.0,329.61955976894245,561.9926005957093,10.352807662523597,9.988742969465092
58,403.0,240.0,1714.8412011850312,1644.0813278186906,1725.2347447675463,1654.0900652246369,14.0,1.0,329.67394482045535,561.9106817777521,10.368466212497125,9.99148737002394
59,406.0,241.0,1714.81123976174,1643.887963848029,1725.1887842879062,1653.8557411414524,14.0,1.0,329.66666897142443,561.8378164056154,10.373484578330384,9.989968674219417
60,409.0,242.0,1714.8571779188878,1643.706000239524,1725.247130288779,1653.640184535844,14.0,1.0,329.6766628699014,561.770090739507,10.36015901891253,9.994629353194096
61,412.0,243.0,1714.845006221971,1643.7253077056305,1725.2399812125134,1653.6369933556712,14.0,1.0,329.6748112958048,561.7728364771107,10.324127435154551,9.689713537130329
62,415.0,244.0,1714.8391204973416,1643.7420041833086,1725.2420488849757,1653.6418523889429,14.0,1.0,329.67444539913873,561.7765088974948,10.325089880330097,9.6899548120343
63,418.0,245.0,1714.8523155642088,1643.643618836433,1725.230716690468,1653.4792784578092,14.0,1.0,329.67462392440655,561.7320491686487,10.328589958734899,9.684008228501657
64,421.0,246.0,1714.7552768697196,1643.3256379303202,1725.1781184832962,1653.1973628179048,14.0,1.0,329.6602837213307,561.6298445719198,10.329181868187781,9.683728256239116
65,424.0,247.0,1714.7541342164614,1643.4676047258,1725.1920112569787,1653.3443766542102,14.0,1.0,329.6615056078714,561.6790783091869,10.355317516572345,9.996980306842289
66,427.0,248.0,1714.7117523470622,1643.3623353703863,1725.1796801709118,1653.2558150229136,14.0,1.0,329.65626228297253,561.6460552521918,10.37578324790909,9.99565751662949
67,430.0,249.0,1714.4536686947108,1643.423948906511,1724.7207213408096,1653.2675022514711,14.0,1.0,329.5875457117374,561.6585435306191,10.334324622829971,9.681551078485155
68,432.0,250.0,1714.5012244661164,1643.4324176648918,1724.65555267353,1653.2495019900414,14.0,1.0,329.5858578092162,561.6569196449145,10.36266672845675,9.9984924062848
69,434.0,251.0,1714.4351617780155,1643.3735200758863,1724.504851078753,1653.1839533780455,14.0,1.0,329.5650845654404,561.6357176995588,10.34781300527219,9.995343997100393
70,436.0,252.0,1714.444431634506,1643.3788934809093,1724.432748340587,1653.1439095822536,14.0,1.0,329.55906308094643,561.6298108922425,10.368664013249992,9.992775336864614
71,438.0,253.0,1714.384785383234,1642.964685399288,1724.4020650603295,1652.8809953213083,14.0,1.0,329.5504065008415,561.5144493079534,10.370366071843794,9.989801785699031
72,440.0,254.0,1714.4145841171005,1642.5163544582006,1724.408669974336,1652.5274580420692,14.0,1.0,329.5538951837627,561.3778347222682,10.350863659864267,9.988129880138363
73,442.0,255.0,1714.4429085328363,1642.5632046385772,1724.4460776869712,1652.6859803777438,14.0,1.0,329.5601945127316,561.4128241138917,10.36564137332037,9.989010496367532
74,444.0,256.0,1714.5264484456277,1642.4485559332288,1724.609486974557,1652.6600979130417,14.0,1.0,329.58386047776776,561.3888817664016,10.3627936453556,9.979134158459146
75,446.0,257.0,1714.5171330131195,1642.4339131732197,1724.6394741412585,1652.6907951478236,14.0,1.0,329.5858415189612,561.3916169732148,10.339174210485233,9.677720009233276
76,448.0,258.0,1714.9698074545693,1642.0569434272816,1725.28388911059,1652.447264449088,14.0,1.0,329.6909792541611,561.2859020826407,10.34012327610717,9.676580198990154
77,451.0,259.0,1714.802602734836,1641.9364588657388,1725.1767684544338,1652.448321808782,14.0,1.0,329.66468973897173,561.2655552260294,10.356822632661128,9.97932146992804
78,454.0,260.0,1715.2631942726152,1641.5842883337928,1725.658221696381,1651.9084929087849,14.0,1.0,329.7549690303622,561.1135849524392,10.361249365760534,9.975358805852178
0,282.0,192.0,3558.409179627095,1313.2673339257642,3569.595703185405,1324.1215820898608,15.0,1.0,683.100467936198,449.33292643229163,27.718935432559583,7.236681250908723
1,285.0,193.0,3557.965310313762,1313.308204635054,3568.890518799513,1323.8741893007866,15.0,1.0,682.9903502900222,449.29774118906914,27.70230373693429,7.232120564606981
2,288.0,194.0,3558.067137616944,1313.3105696766909,3568.9263229479457,1323.8580252312524,15.0,1.0,683.003539970802,449.2953902435755,27.7476832384102,7.23214749262869
3,291.0,195.0,3557.826755482402,1313.258338802271,3568.707385490034,1323.833739573755,15.0,1.0,682.9595218431919,449.28235409369336,27.703763890567828,7.228745513607569
4,294.0,196.0,3557.437611447257,1313.217909156486,3568.298114560043,1323.841957992301,15.0,1.0,682.8830070756997,449.2768662549785,27.724406779933204,7.224933469059284
5,297.0,197.0,3556.9869609485754,1313.2351872964769,3567.8988384146937,1323.9112201226685,15.0,1.0,682.8015557723133,449.2916101528914,27.757137653006502,7.222864742515021
6,300.0,198.0,3556.540947672878,1313.2330268473038,3567.476049628984,1323.9269870390845,15.0,1.0,682.7182955747618,449.29392829175504,27.807828645544735,7.218706439012901
7,303.0,199.0,3555.8582258436554,1313.5253847515628,3566.9057450557857,1324.2570870102172,15.0,1.0,682.5982138778631,449.39997667052546,27.77499855404444,7.222774690286247
8,306.0,200.0,3555.6102439154024,1313.5145755675271,3566.732606554499,1324.3100935315713,15.0,1.0,682.5578565033655,449.407165846513,27.79918284545502,7.221859385994143
9,309.0,201.0,3555.4256003524106,1313.176579145793,3566.606409349747,1323.971500192232,15.0,1.0,682.5280675964568,449.2918949983302,27.81352869928857,7.2172802259674524
10,312.0,202.0,3555.1117872981035,1313.1971755366371,3566.343224081294,1323.987118193022,15.0,1.0,682.472771923859,449.2980648576456,27.789025328886,7.229323016218653
11,315.0,203.0,3555.062083159689,1312.8644372790714,3566.352620314924,1323.7097997974502,15.0,1.0,682.4689090829838,449.19412927970365,27.796240868257225,7.228960666055262
12,318.0,204.0,3554.912500757161,1312.4420532368126,3566.291402606165,1323.3716888275408,15.0,1.0,682.4487074056522,449.0645634628157,27.79424574511031,7.2207683866679035
13,321.0,205.0,3554.878417009255,1311.9490538270709,3566.4857019489477,1323.1044238402933,15.0,1.0,682.4640614001612,448.93503693592123,27.794734918953367,7.217966396569347
14,324.0,206.0,3554.8787912638613,1311.6439786172405,3566.517204734558,1322.8246932029142,15.0,1.0,682.4671162831819,448.83540334713746,27.763917232668444,7.217516968962839
15,327.0,207.0,3554.873662279252,1311.084811524988,3566.421228713478,1322.145051697464,15.0,1.0,682.45742705347,448.62434706752884,27.716407775970335,7.221073293032112
16,330.0,208.0,3554.8920630213424,1310.9225713067071,3566.383334958101,1321.9044209498315,15.0,1.0,682.4555589730301,448.5557097918547,27.719619550287177,7.221086985609828
17,333.0,209.0,3554.8179445622227,1310.6387466264111,3566.182909127988,1321.4649731226302,15.0,1.0,682.4292484786453,448.4324855868737,27.714274435300815,7.218885416801231
18,336.0,210.0,3554.8564080492574,1310.3329541788291,3566.164942287764,1321.0855393413046,15.0,1.0,682.4312127406313,448.31574334046724,27.724872964244312,7.218665805261339
19,339.0,211.0,3554.799812527048,1309.9746275576376,3566.1182661665025,1320.7441450922602,15.0,1.0,682.4213158747987,448.19653163664924,27.726822175343386,7.227073843070923
20,342.0,212.0,3554.5469966931187,1309.4314688427933,3565.847571502484,1320.1997556882218,15.0,1.0,682.3711461187453,448.01124566083956,27.7111114275221,7.22924195656199
21,344.0,213.0,3554.491060154137,1309.166580993826,3565.8343270995365,1319.9564712418507,15.0,1.0,682.364516278477,447.92466815867084,27.70276269484137,7.223455245419149
22,346.0,214.0,3554.472302196178,1308.8235254680671,3565.8776935483183,1319.58828920835,15.0,1.0,682.3668745921809,447.80349435227845,27.70025282342671,7.215939529044134
23,348.0,215.0,3554.055553564985,1308.621200431956,3565.493552240652,1319.4363873434022,15.0,1.0,682.290122639707,447.7431445839499,27.672706094585536,7.218655376131387
24,350.0,216.0,3554.082051292334,1308.3792553737808,3565.4848432388994,1319.1857078851067,15.0,1.0,682.2918273925766,447.65921596262524,27.67017014039869,7.216648429050418
25,352.0,217.0,3554.1778598443384,1308.1605738188234,3565.4461602469305,1318.927713574323,15.0,1.0,682.2973019254133,447.57800451883236,27.652854344450063,7.2214950986972966
26,354.0,218.0,3554.180153277152,1308.0202390755012,3565.296657863764,1318.7286840978368,15.0,1.0,682.2831944010045,447.5201869110131,27.484916897289164,7.053861823248592
27,356.0,219.0,3554.084490250369,1307.8428777999093,3565.101008862676,1318.5210238654895,15.0,1.0,682.2552769983336,447.45459065410495,27.494402836978296,7.0672672144968525
28,358.0,220.0,3553.977120952382,1307.6339138567191,3564.962479644935,1318.3122036117625,15.0,1.0,682.2317117239096,447.3834126057413,27.498566627751806,7.046229581271651
29,360.0,221.0,3553.921713703,1307.601074349405,3564.9048928245406,1318.306704558053,15.0,1.0,682.2208831255559,447.37688085090025,27.481280968090015,7.066773919462343
30,362.0,222.0,3553.839595870894,1307.5243426556665,3564.754700489377,1318.130219536531,15.0,1.0,682.1986200678592,447.3337402253374,27.475845895358102,7.070573377696074
31,364.0,223.0,3553.8304895698275,1307.511770798639,3564.6515333611105,1318.0099164853125,15.0,1.0,682.1878605308816,447.31110227800656,27.488352619294897,7.059627450310467
32,366.0,224.0,3553.7852907153056,1307.470172192539,3564.5233945488835,1317.852046370816,15.0,1.0,682.1712490044848,447.2771187182012,27.478262862065897,7.066507776526683
33,368.0,225.0,3553.769777182772,1307.1915459424793,3564.4172656474634,1317.4811210001624,15.0,1.0,682.1595916045643,447.1664543680056,27.49790255298634,7.054462143249042
34,370.0,226.0,3553.5097154356804,1306.7849160288013,3564.161943326119,1317.2443843077988,15.0,1.0,682.1102006313391,447.05684376105035,27.480915736063817,7.066596015837421
35,372.0,227.0,3553.322569524531,1306.7412306311912,3564.0155614425903,1317.3253933209485,15.0,1.0,682.0782375510158,447.06320259925343,27.505174588006753,7.065730289974531
36,374.0,228.0,3553.10041899318,1306.6776000619132,3563.842759797038,1317.365914615824,15.0,1.0,682.0403879673959,447.05926546361445,27.504829592842846,7.075600117606654
37,376.0,229.0,3552.952002814085,1306.528297499182,3563.7792445135287,1317.318214640048,15.0,1.0,682.0200778688965,447.0257020681651,27.503841071047447,7.074720807021263
38,378.0,230.0,3552.7848415827834,1306.425373115838,3563.668996002211,1317.251486669729,15.0,1.0,681.993492768562,446.9967983338374,27.515922950049404,7.067556706236158
39,380.0,231.0,3552.2790902058696,1306.040224184606,3563.2117855490824,1317.0064223658933,15.0,1.0,681.9012089265162,446.8894286715665,27.511419712815012,7.064737410366151
40,382.0,232.0,3552.1079039465494,1305.9487502706677,3563.037832918015,1316.9075226311188,15.0,1.0,681.8681331161874,446.8569946425266,27.487402894933386,7.0599543257600015
41,384.0,233.0,3551.95567375144,1305.7288210044717,3562.960710938529,1316.6831537597468,15.0,1.0,681.8461535327887,446.78129940427425,27.492588921569833,7.060226642889723
42,386.0,234.0,3551.661629443473,1305.6469552339256,3562.780601523552,1316.5696139380275,15.0,1.0,681.8007138010065,446.74800808114753,27.47401233287675,7.059104152251246
43,389.0,235.0,3551.217165529072,1305.716263813756,3562.406754981283,1316.632413277152,15.0,1.0,681.7222923822425,446.77051535622877,27.477567143367843,7.081162260964196
44,392.0,236.0,3551.171936557699,1305.7515318111723,3562.404940532827,1316.670806143121,15.0,1.0,681.7177840545088,446.7830649848055,27.469893696925517,7.057831156034259
45,395.0,237.0,3551.1437423513216,1305.49067149832,3562.406484469356,1316.4844004167196,15.0,1.0,681.7152300703151,446.7068641040438,27.488696797994226,7.0551554665080785
46,398.0,238.0,3551.085544093052,1305.4671155988624,3562.394495417083,1316.5397925142554,15.0,1.0,681.708503786388,446.71228804890154,27.512946539014752,7.081600804329604
47,401.0,239.0,3551.1253086869115,1305.3336545095506,3562.4237476224803,1316.373427770446,15.0,1.0,681.7151178963168,446.66120661066606,27.459972954349347,7.079306221995047
48,404.0,240.0,3551.0920678453595,1305.1725716612132,3562.4049429933584,1316.1384052670096,15.0,1.0,681.7101302053771,446.59372199517867,27.446220012790093,7.079189919909223
49,407.0,241.0,3551.17758382657,1304.915630407666,3562.527096282271,1315.7951008273662,15.0,1.0,681.730031843764,446.4914579141166,27.522227275260047,7.068632519022562
50,410.0,242.0,3551.235091954577,1304.5861728690406,3562.6218942293176,1315.4337941194635,15.0,1.0,681.7446278426233,446.373772153597,27.53165156095849,7.076687359617849
51,413.0,243.0,3551.2418157900597,1304.5964263437472,3562.6209725168183,1315.4136980915064,15.0,1.0,681.7451838794092,446.37209527415433,27.645096102229942,7.228003062849357
52,416.0,244.0,3551.2624911601165,1304.6314791135983,3562.617513864317,1315.4063264198032,15.0,1.0,681.7468338148416,446.376811313098,27.6445572044648,7.226138059450741
53,419.0,245.0,3551.2293646883163,1304.4417018124584,3562.624569372675,1315.342721527016,15.0,1.0,681.7443353475118,446.3336424948734,27.63798138576155,7.232921636562835
54,422.0,246.0,3551.2025935246056,1304.3149160702037,3562.603337332581,1315.2212346887668,15.0,1.0,681.7397350404805,446.29134420338016,27.629182040197907,7.22907968225576
55,425.0,247.0,3551.1758237058507,1304.1881316145768,3562.582103947531,1315.0997465638898,15.0,1.0,681.7351347334491,446.24904591188687,27.56331318377273,7.067390584610471
56,428.0,248.0,3551.067906812588,1304.1046070366024,3562.3163932023213,1315.135760371728,15.0,1.0,681.6993287514289,446.24095148438226,27.54434545284614,7.067851609662747
57,431.0,249.0,3550.988416175828,1304.0530695121474,3562.202421974945,1315.1481615456037,15.0,1.0,681.6807886561157,446.23428380983904,27.70572900524157,7.225645260699217
58,433.0,250.0,3550.8857438934547,1304.0756575075532,3562.0961786145244,1315.1592809538186,15.0,1.0,681.6607675736814,446.24002655267816,27.53850750506727,7.076256452257715
