,index,FrameNo,x1,y1,x2,y2,trackNo,detection,x,y,x_trans,y_trans
17,24.0,25.0,3584.4582770509087,1245.6615737322547,3595.69505123353,1255.3370863136222,1.0,1.0,688.0980272939255,426.0960680078161,27.93223194645142,6.849887567224215
18,25.0,26.0,3585.1146478895303,1246.940737671706,3596.4101696415714,1256.45271568439,1.0,1.0,688.229461680064,426.5040698310386,27.999667914091688,6.85729583983601
19,26.0,27.0,3584.4306942557896,1248.1595353670507,3595.6996994313185,1257.368856444744,1.0,1.0,688.0958293950146,426.86780008645394,27.909412314366417,6.86992972957291
20,27.0,28.0,3582.782448570552,1249.1740962936174,3593.9196559895904,1258.3503060586572,1.0,1.0,687.767285020347,427.2078611414986,27.93673378384751,6.872883232596202
21,28.0,29.0,3579.9099128295197,1250.451592798891,3590.830877058788,1259.5639915128963,1.0,1.0,687.1959923642962,427.6322847346008,27.89656143360214,6.894034214580693
22,29.0,30.0,3575.908374314377,1251.6026324764605,3586.6376788164284,1260.830647921942,1.0,1.0,686.4106634250355,428.04418851232043,27.846093568233645,6.901625805903359
23,31.0,31.0,3571.108572592997,1251.888227732374,3581.913388781227,1261.1421003257208,1.0,1.0,685.4979379650298,428.14590774323096,27.828752457608076,6.901470412191498
24,33.0,32.0,3564.579752641285,1252.6619296151728,3575.565429028595,1261.956290925493,1.0,1.0,684.2639132433635,428.4164375735949,27.734608312847985,6.91030331760366
25,35.0,33.0,3560.042109805625,1253.172846774425,3571.0565974999654,1262.5075456675524,1.0,1.0,683.3969594501191,428.5974001938184,27.688275266138742,6.910452440558536
26,37.0,34.0,3565.5470400910654,1254.1009912123932,3576.691941926604,1263.4094140164093,1.0,1.0,684.4645691100267,428.90918015009225,27.69943509961893,6.914343925517441
27,38.0,35.0,3570.055099231284,1255.376142020453,3581.3089503577667,1264.674230940596,1.0,1.0,685.339054752284,429.34191539336393,27.798088757689964,6.933597419818028
28,39.0,36.0,3572.7895363308567,1256.441743092209,3583.96716320112,1265.8226604610113,1.0,1.0,685.8558503718144,429.71912060536346,27.827561227295945,6.936116714706747
29,40.0,37.0,3574.8662279388477,1257.6690920896774,3585.9504533283243,1266.9887270805168,1.0,1.0,686.2449319547707,430.12688771047755,27.843624266563967,6.943603366992306
